study_ID,Title,Author,Publication Title,Abstract Note,Publication Year,DOI
DJURHUUS_2018_EVA,Evaluation of marine zooplankton community structure through environmental DNA metabarcoding,"Djurhuus, Anni; Pitz, Kathleen; Sawaya, Natalie A.; Rojas-Marquez, Jaimie; Michaud, Brianna; Montes, Enrique; Muller-Karger, Frank; Breitbart, Mya",LIMNOLOGY AND OCEANOGRAPHY-METHODS,"Zooplankton dominate the abundance and biomass of multicellular animals in pelagic marine environments; however, traditional methods to characterize zooplankton communities are invasive and laborious. This study compares zooplankton taxonomic composition revealed through metabarcoding of the cytochrome oxidase I (COI) and 18S rRNA genes to traditional morphological identification by microscopy. Triplicates of three different sample types were collected from three coral reef sites in the Florida Keys National Marine Sanctuary: (1) 1 L surface seawater samples prefiltered through 3 mu m filters and subsequently collected on 0.22 mu m filters for eDNA (PF-eDNA); (2) 1 L surface seawater samples filtered on 0.22 mu m pore-size filters (environmental DNA; eDNA), and (3) zooplankton tissue samples from 64 mu m, 200 m, and 500 m mesh size net tows. The zooplankton tissue samples were split, with half identified morphologically and tissue DNA (T-DNA) extracted from the other half. The COI and 18S rRNA gene metabarcoding of PF-eDNA, eDNA, and T-DNA samples was performed using Illumina MiSeq. Of the families detected with COI and 18S rRNA gene metabarcoding, 40% and 32%, respectively, were also identified through morphological assessments. Significant differences in taxonomic composition were observed between PF-DNA, eDNA, and T-DNA with both genetic markers. PF-eDNA resulted in detection of fewer taxa than the other two sample types; thus, prefiltering is not recommended. All dominant copepod taxa (> 5% of total abundance) were detected with eDNA, T-DNA, and morphological assessments, demonstrating that eDNA metabarcoding is a promising technique for future biodiversity assessments of pelagic zooplankton in marine systems.",2018,10.1002/lom3.10237
JUNG_2018_PLA,"Planktonic bivalve larvae identification and quantification in Gomso Bay, South Korea, using next-generation sequencing analysis and microscopic observations","Jung, Seung Won; Kim, Hyun Jung; Park, Joon Sang; Lee, Taek-Kyun; Shin, Kyoungsoon; Jeong, Su-Young; Hwang, Jae Youn; Yoo, Jae-Won",AQUACULTURE,"Planktonic larval stages of bivalves are notoriously difficult to identify due to their similar morphology. To evaluate changed patterns in the presented planktonic bivalve larvae within Gomso Bay (Yellow Sea, South Korea), three sites were sampled twice a month from June to October 2015 and were analysed using next-generation sequencing (NGS) and light microscopy. Bivalve larvae revealed different patterns, and at least five bivalve taxa were only detected by the NGS. According to the NGS results, most bivalve larvae were Crassostrea gigas (37%), followed by Ruditapes philippinarum (26%), and Solen strictus (23%); Mactra chinensis and M. veneriformis accounted for< 1% of the bivalve larvae. C. gigas and S. strictus were most abundant in late June, but rare in the other investigated periods, while R. philippinarum was more abundant in June and late September. Microscopic observations showed a similar trend to the NGS in terms of bivalve larvae presence, although they were difficult to identify the exact species. Thus, morphological and molecular approaches should be combined in future studies to provide accurate sequences of correctly identified specimens to develop NGS libraries.",2018,10.1016/j.aquaculture.2018.02.053
XIAO_2014_USE,Use of High Throughput Sequencing and Light Microscopy Show Contrasting Results in a Study of Phytoplankton Occurrence in a Freshwater Environment,"Xiao, Xi; Sogge, Hanne; Lagesen, Karin; Tooming-Klunderud, Ave; Jakobsen, Kjetill S.; Rohrlack, Thomas",PLOS ONE,"Assessing phytoplankton diversity is of primary importance for both basic and applied ecological studies. Following the advances in molecular methods, phytoplankton studies are switching from using classical microscopy to high throughput sequencing approaches. However, methodological comparisons of these approaches have rarely been reported. In this study, we compared the two methods, using a unique dataset of multiple water samples taken from a natural freshwater environment. Environmental DNA was extracted from 300 water samples collected weekly during 20 years, followed by high throughput sequencing of amplicons from the 16S and 18S rRNA hypervariable regions. For each water sample, phytoplankton diversity was also estimated using light microscopy. Our study indicates that species compositions detected by light microscopy and 454 high throughput sequencing do not always match. High throughput sequencing detected more rare species and picoplankton than light microscopy, and thus gave a better assessment of phytoplankton diversity. However, when compared to light microscopy, high throughput sequencing of 16S and 18S rRNA amplicons did not adequately identify phytoplankton at the species level. In summary, our study recommends a combined strategy using both morphological and molecular techniques.",2014,10.1371/journal.pone.0106510
NICHOLS_2019_RAP,Rapid assessment of coral cover from environmental DNA in Hawai'i,"Nichols, Patrick K.; Marko, Peter B.",ENVIRONMENTAL DNA,"Coral reefs support the most diverse assemblages of marine life on Earth, yet are declining due to local and global stressors. Rapid and widespread monitoring is essential for tracking ecosystem responses, but assessment of coral communities traditionally relies on time-consuming visual estimates of coral cover, the percentage of substrate occupied by living corals. The analysis of environmental DNA (eDNA) offers fast and efficient insights into the abundance and distribution of species, yet it remains untested to monitor coral biomass. Here, we demonstrate that visual estimates are highly correlated with the abundance of coral eDNA on reefs in Hawai'i measured with a relatively simple, rapid, but replicated PCR-based metabarcoding approach. Target sequence length was also tested by amplifying short ( 120 base-pairs) and long ( 400 base-pairs) fragments from the same region of two mitochondrial DNA genes, 16S ribosomal DNA, and cytochrome oxidase-1 using primers designed to preferentially amplify Hawaiian coral genera. Careful primer selection and target sequence lengths play an important role in determination of coral abundance from eDNA biomass. Given its broad applicability and ease of use, eDNA metabarcoding can provide complementary analytical support for biomonitoring programs and management initiatives tracking changes in coral cover caused by climate change and other disturbances on coral reefs.",2019,10.1002/edn3.8
GRAN-STADNICZENKO_2017_HAP,Haptophyte Diversity and Vertical Distribution Explored by 18S and 28S Ribosomal RNA Gene Metabarcoding and Scanning Electron Microscopy,"Gran-Stadniczenko, Sandra; Supraha, Luka; Egge, Elianne D.; Edvardsen, Bente",JOURNAL OF EUKARYOTIC MICROBIOLOGY,"Haptophyta encompasses more than 300 species of mostly marine pico- and nanoplanktonic flagellates. Our aims were to investigate the Oslofjorden haptophyte diversity and vertical distribution by metabarcoding, and to improve the approach to study haptophyte community composition, richness and proportional abundance by comparing two rRNA markers and scanning electron microscopy (SEM). Samples were collected in August 2013 at the Outer Oslofjorden, Norway. Total RNA/cDNA was amplified by haptophyte-specific primers targeting the V4 region of the 18S, and the D1-D2 region of the 28S rRNA. Taxonomy was assigned using curated haptophyte reference databases and phylogenetic analyses. Both marker genes showed Chrysochromulinaceae and Prymnesiaceae to be the families with highest number of Operational Taxonomic Units (OTUs), as well as proportional abundance. The 18S rRNA data setalso contained OTUs assigned to eight supported and defined clades consisting of environmental sequences only, possibly representing novel lineages from family to class. We also recorded new species for the area. Comparing coccolithophores by SEM with metabarcoding shows a good correspondence with the 18S rRNA gene proportional abundances. Our results contribute to link morphological and molecular data and 28S to 18S rRNA gene sequences of haptophytes without cultured representatives, and to improve metabarcoding methodology.",2017,10.1111/jeu.12388
SHACKLETON_2019_ENV,Environmental DNA reveals landscape mosaic of wetland plant communities,"Shackleton, M. E.; Rees, Gavin N.; Watson, G.; Campbell, C.; Nielsen, D.",GLOBAL ECOLOGY AND CONSERVATION,"Globally, floodplain wetlands have been dramatically impacted by changes in water regimes. A key indicator of change in wetland state is riparian and aquatic plant community composition. Plant communities are traditionally assessed by visual monitoring programs that assess community composition. However, results from these monitoring programs may be effected by antecedent conditions that govern plant growth, such as season. In this study we used environmental DNA (eDNA) to assess the spatial composition of wetland vegetation communities from six floodplain complexes along the Murray River, Australia and compared results to those derived from tradition plant surveys. Our analyses of eDNA were conducted targeting two gene regions: 18S RNA and trnL at the species and operational taxonomic unit (OTU) levels. Analysis revealed significant similarity between the spatial patterns derived from the eDNA data and those derived from the traditional monitoring data. Moreover, using the eDNA data, analysis of endemicity revealed the majority of OTUs and species occurred only at a single wetland or wetland complex. Few genera were shared between the traditional survey data set and the molecular data sets. But for those that were shared, detectability varied between gene fragments and among genera, ranging from 11 to 100% in the trnL data to 14.3-100% in the 18S data. Our results show that landscape patterns in plant communities can be reliably derived from eDNA analysis, thus providing a cost-effective way of undertaking vegetation surveys. (C) 2019 The Authors. Published by Elsevier B.V.",2019,10.1016/j.gecco.2019.e00689
OLDS_2016_EST,Estimating species richness using environmental DNA,"Olds, Brett P.; Jerde, Christopher L.; Renshaw, Mark A.; Li, Yiyuan; Evans, Nathan T.; Turner, Cameron R.; Deiner, Kristy; Mahon, Andrew R.; Brueseke, Michael A.; Shirey, Patrick D.; Pfrender, Michael E.; Lodge, David M.; Lamberti, Gary A.",ECOLOGY AND EVOLUTION,"The foundation for any ecological study and for the effective management of biodiversity in natural systems requires knowing what species are present in an ecosystem. We assessed fish communities in a stream using two methods, depletion-based electrofishing and environmental DNA metabarcoding (eDNA) from water samples, to test the hypothesis that eDNA provides an alternative means of determining species richness and species identities for a natural ecosystem. In a northern Indiana stream, electrofishing yielded a direct estimate of 12 species and a mean estimated richness (Chao II estimator) of 16.6 species with a 95% confidence interval from 12.8 to 42.2. eDNA sampling detected an additional four species, congruent with the mean Chao II estimate from electrofishing. This increased detection rate for fish species between methods suggests that eDNA sampling can enhance estimation of fish fauna in flowing waters while having minimal sampling impacts on fish and their habitat. Modern genetic approaches therefore have the potential to transform our ability to build a more complete list of species for ecological investigations and inform management of aquatic ecosystems.",2016,10.1002/ece3.2186
HARVEY_2017_COM,Comparison of morphological and next generation DNA sequencing methods for assessing zooplankton assemblages,"Harvey, Julio B. J.; Johnson, Shannon B.; Fisher, Jennifer L.; Peterson, William T.; Vrijenhoek, Robert C.",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,"Morphological taxonomic methods are currently insufficient to satisfy the rising demand for taxonomic information and rapid sample turnover required to support conservation and resource management efforts. Next generation DNA sequencing (NGS) is capable of rapidly producing taxonomic assessments for a broad diversity of organisms present in environmental samples. To achieve taxonomic coverage of similar breadth, multiple morphologists who tend to specialize by taxonomic group would be required. Unfortunately, both morphological and molecular approaches are subject to various methodological biases. Accurate assessment (both taxonomic composition and abundances) of marine zooplankton assemblages is a critical component of effective ecosystem-based conservation and resource management efforts. To address this need and determine the extent of agreement between methods, morphological data was compared to 454 NGS results for zooplankton assemblages collected in plankton net tows from northern Monterey Bay, California. Results indicate areas of agreement between data sets, but also characterize biases specific to each method. Morphological analyses provided life history stage and biomass information for many zooplankton taxa. The NGS data included 313 bp from the 3' end of the mitochondrial cytochrome-c-oxidase subunit-I (COI; 3234 OTUs) region and 365 bp from the 5' end of the large subunit of the nuclear ribosomal RNA (28S; 1669 OTUs). Results of NGS analysis corroborated the presence of 40 of the 61 morphologically identified genera and species. For some organisms, NGS provided finer taxonomic resolution where morphological data or knowledge was limited. Correlations between biomass and NGS percent sequence abundances were significant for some, but not all taxa, and were gene-specific in some cases (i.e., COI-Diplostraca, Polychaeta, Callianassidae, Clausocalanidae, Oncaeidae, Podonidae, Evadne, Neottypaea, Oncaea, Podon, Psuedocalanus; 28S-Euphausiacea, Euphausiidae, Oncaeidae, Oncaea). Despite various methodological biases, both data sets were in agreement with respect to alpha diversity indices generated for zooplankton assemblages collected at four sampling stations. These results suggest that a partnership between morphological and molecular methods represents a powerful tool, that when used appropriately, can effectively extend taxonomic assessment capabilities to better address present needs. (C) 2016 Elsevier B.V. All rights reserved.",2017,10.1016/j.jembe.2016.12.002
PEREZ_2020_EVA,Evaluation and sensitivity analysis of diatom DNA metabarcoding for WFD bioassessment of Mediterranean rivers,"Perez-Burillo, Javier; Trobajo, Rosa; Vasselon, Valentin; Rimet, Frederic; Bouchez, Agnes; Mann, David G.",SCIENCE OF THE TOTAL ENVIRONMENT,"Our study of 164 diatom samples from Catalonia (NE Spain) is the first to evaluate the applicability of DNA metabarcoding, based on high throughput sequencing (HTS) using a 312-bp rbcLmarker, for biomonitoringMediterranean rivers. For this, we compared the values of a biotic index (IPS) and the ecological status classes derived from them, between light microscope-based (LM) and HTS methods. Very good correspondence between methods gives encouraging results concerning the applicability of DNA metabarcoding for Catalan rivers for the EU Water Framework Directive (WFD). However, in 10 sites, the ecological status class was downgraded from “Good”/”High” obtained by LM to “Moderate”/”Poor”/”Bad” by HTS; these “critical” sites are especially important, because theWFD requires remedial action by water managers for any river withModerate or lower status. We investigated the contribution of each species to the IPS using a “leave-one-out” sensitivity analysis, paying special attention to critical sites. Discrepancies in IPS between LM and HTS were mainly due to the misidentification and overlooking in LM of a few species, which were better recovered by HTS. This bias was particularly important in the case of Fistulifera saprophila, whose clear underrepresentation in LM was important for explaining 8 out of the 10 critical sites and probably reflected destruction of weakly-silicified frustules during sample preparation. Differences between species in the rbcL copy number per cell affected the relative abundance obtained by HTS for Achnanthidium minutissimum, Nitzschia inconspicua and Ulnaria ulna, which were also identified by the sensitivity analysis as important for the WFD. Only minor IPS discrepancies were attributed to the incompleteness of the reference library, as most of the abundant and influential species (to the IPS) were well represented there. Finally, we propose that leave-one-out analysis is a good method for identifying priority species for isolation and barcoding. (C) 2020 Elsevier B.V. All rights reserved.",2020,10.1016/j.scitotenv.2020.138445
YANG_2017_ZOO,Zooplankton Community Profiling in a Eutrophic Freshwater Ecosystem-Lake Tai Basin by DNA Metabarcoding,"Yang, Jianghua; Zhang, Xiaowei; Xie, Yuwei; Song, Chao; Zhang, Yong; Yu, Hongxia; Burton, G. Allen",SCIENTIFIC REPORTS,"Communities of zooplankton, a critical portion of aquatic ecosystems, can be adversely affected by contamination resulting from human activities. Understanding the influence of environmental change on zooplankton communities under field-conditions is hindered by traditional labor-intensive approaches that are prone to taxonomic and enumeration mistakes. Here, metabarcoding of cytochrome c oxidase I (COI) region of mitochondrial DNA was used to characterize the genetic diversity of zooplankton. The species composition of zooplankton communities determined by metabarcoding was consistent with the results based on the traditional morphological approach. The spatial distribution of common species (frequency of occurrence > 10 samples) by metabarcoding exhibited good agreement with morphological data. Furthermore, metabarcoding can clearly distinguish the composition of the zooplankton community between lake and river ecosystems. In general, rotifers were more abundant in riverine environments than lakes and reservoirs. Finally, the sequence read number of different taxonomic groups using metabarcoding was positively correlated with the zooplankton biomass inferred by density and body length of zooplankton. Overall, the utility of metabarcoding for taxonomic profiling of zooplankton communities was validated by the morphology-based method on a large ecological scale. Metabarcoding of COI could be a powerful and efficient biomonitoring tool to protect local aquatic ecosystems.",2017,10.1038/s41598-017-01808-y
BOSCARO_2017_STR,Strengths and Biases of High-Throughput Sequencing Data in the Characterization of Freshwater Ciliate Microbiomes,"Boscaro, Vittorio; Rossi, Alessia; Vannini, Claudia; Verni, Franco; Fokin, Sergei I.; Petroni, Giulio",MICROBIAL ECOLOGY,"Molecular surveys of eukaryotic microbial communities employing high-throughput sequencing (HTS) techniques are rapidly supplanting traditional morphological approaches due to their larger data output and reduced bench work time. Here, we directly compare morphological and Illumina data obtained from the same samples, in an effort to characterize ciliate faunas from sediments in freshwater environments. We show how in silico processing affects the final outcome of our HTS analysis, providing evidence that quality filtering protocols strongly impact the number of predicted taxa, but not downstream conclusions such as biogeography patterns. We determine the abundance distribution of ciliates, showing that a small fraction of abundant taxa dominates read counts. At the same time, we advance reasons to believe that biases affecting HTS abundances may be significant enough to blur part of the underlying biological picture. We confirmed that the HTS approach detects many more taxa than morphological inspections, and highlight how the difference varies among taxonomic groups. Finally, we hypothesize that the two datasets actually correspond to different conceptions of diversity, and consequently that neither is entirely superior to the other when investigating environmental protists.",2017,10.1007/s00248-016-0912-8
EILER_2013_UNV,Unveiling Distribution Patterns of Freshwater Phytoplankton by a Next Generation Sequencing Based Approach,"Eiler, Alexander; Drakare, Stina; Bertilsson, Stefan; Pernthaler, Jakob; Peura, Sari; Rofner, Carina; Simek, Karel; Yang, Yang; Znachor, Petr; Lindstrom, Eva S.",PLOS ONE,"The recognition and discrimination of phytoplankton species is one of the foundations of freshwater biodiversity research and environmental monitoring. This step is frequently a bottleneck in the analytical chain from sampling to data analysis and subsequent environmental status evaluation. Here we present phytoplankton diversity data from 49 lakes including three seasonal surveys assessed by next generation sequencing (NGS) of 16S ribosomal RNA chloroplast and cyanobacterial gene amplicons and also compare part of these datasets with identification based on morphology. Direct comparison of NGS to microscopic data from three time-series showed that NGS was able to capture the seasonality in phytoplankton succession as observed by microscopy. Still, the PCR-based approach was only semi-quantitative, and detailed NGS and microscopy taxa lists had only low taxonomic correspondence. This is probably due to, both, methodological constraints and current discrepancies in taxonomic frameworks. Discrepancies included Euglenophyta and Heterokonta that were scarce in the NGS but frequently detected by microscopy and Cyanobacteria that were in general more abundant and classified with high resolution by NGS. A deep-branching taxonomically unclassified cluster was frequently detected by NGS but could not be linked to any group identified by microscopy. NGS derived phytoplankton composition differed significantly among lakes with different trophic status, showing that our approach can resolve phytoplankton communities at a level relevant for ecosystem management. The high reproducibility and potential for standardization and parallelization makes our NGS approach an excellent candidate for simultaneous monitoring of prokaryotic and eukaryotic phytoplankton in inland waters.",2013,10.1371/journal.pone.0053516
LEESE_2021_IMP,Improved freshwater macroinvertebrate detection from environmental DNA through minimized nontarget amplification,"Leese, Florian; Sander, Mandy; Buchner, Dominik; Elbrecht, Vasco; Haase, Peter; Zizka, Vera M. A.",ENVIRONMENTAL DNA,"DNA metabarcoding of freshwater communities typically relies on PCR amplification of a fragment of the mitochondrial cytochrome c oxidase I (COI) gene with degenerate primers. The advantage of COI is its taxonomic resolution and the availability of an extensive reference database. However, when universal primers are used on environmental DNA (eDNA) isolated from water, benthic invertebrate read and OTU numbers are typically “watered down,” that is, under represented, compared to whole specimen “bulk samples” due to greater co-amplification of abundant nontarget taxa (e.g., fungi, algae, and bacteria). Because benthic stream invertebrate taxa are of prime importance for regulatory biomonitoring, more effective ways to capture their diversity via eDNA isolated from water are important. In this study, we aimed to improve benthic invertebrate assessment from eDNA by minimizing nontarget amplification. Therefore, we generated eDNA data using universal primers BF2/BR2 on samples collected throughout 15 months from a German Long-Term Ecological Research site (Rhine-Main-Observatory, Kinzig River) to identify most abundant nontarget taxa. Based on these data, we designed a new reverse primer (EPTDr2n) with 3’-specificity toward benthic invertebrate taxa and validated its specificity in silico together with universal forward primer fwhF2 using available data from GenBank and BOLD. We then performed in situ tests using 20 Kinzig River eDNA samples. We found that the percentage of target reads was much higher for the new primer combination compared to two universal benthic invertebrate primer pairs, BF2/BR2 and fwhF2/fwhR2n (99.6% versus 25.89% and 39.04%, respectively). Likewise, the number of detected benthic invertebrate species was substantially higher (305 versus 113 and 185) and exceeded the number of 153 species identified by expert taxonomists at nearby sites across two decades of sampling. While few taxa, such as flatworms, were not detected, we show that the optimized primer avoids the nontarget amplification bias and thus significantly improves benthic invertebrate detection from eDNA.",2021,10.1002/edn3.177
LIU_2017_THE,The diversity and structure of marine protists in the coastal waters of China revealed by morphological observation and 454 pyrosequencing,"Liu, Yun; Song, Shuqun; Chen, Tiantian; Li, Caiwen",ESTUARINE COASTAL AND SHELF SCIENCE,"Pyrosequencing of the 18S rRNA gene has been widely adopted to study the eukaryotic diversity in various types of environments, and has an advantage over traditional morphology methods in exploring unknown microbial communities. To comprehensively assess the diversity and community composition of marine protists in the coastal waters of China, we applied both morphological observations and high throughput sequencing of the V2 and V3 regions of 18S rDNA simultaneously to analyze samples collected from the surface layer of the Yellow and East China Seas. Dinoflagellates, diatoms and ciliates were the three dominant protistan groups as revealed by the two methods. Diatoms were the first dominant protistan group in the microscopic observations, with Skeletonema mainly distributed in the nearshore eutrophic waters and Chaetoceros in higher temperature and higher pH waters. The mixotrophic dinoflagellates, Gymnodinium and Gyrodinium, were more competitive in the oligotrophic waters. The pyrosequencing method revealed an extensive diversity of dinoflagellates. Chaetoceros was the only dominant diatom group in the pyrosequencing dataset. Gyrodinium represented the most abundant reads and dominated the offshore oligotrophic protistan community as they were in the microscopic observations. The dominance of parasitic dinoflagellates in the pyrosequencing dataset, which were overlooked in the morphological observations, indicates more attention should be paid to explore the potential role of this group. Both methods provide coherent clustering of samples. Nutrient levels, salinity and pH were the main factors influencing the distribution of protists. This study demonstrates that different primer pairs used in the pyrosequencing will indicate different protistan community structures. A suitable marker may reveal more comprehensive composition of protists and provide valuable information on environmental drivers. (C) 2017 Elsevier Ltd. All rights reserved.",2017,10.1016/j.ecss.2017.03.019
KIM_2020_BIO,Biodiversity and Community Structure of Mesozooplankton in the Marine and Coastal National Park Areas of Korea,"Kim, Heesoo; Lee, Chang-Rae; Lee, Sang-kyu; Oh, Seung-Yoon; Kim, Won",DIVERSITY-BASEL,"Zooplankton communities are useful bioindicators that can provide information on the changes occurring in marine ecosystems. Therefore, investigation of zooplankton communities in marine and coastal national parks is essential. However, the surveys of zooplankton communities using morphological identification require considerable time and labor. Metabarcoding is a practical alternative that can detect various taxa simultaneously. In this study, metabarcoding was newly applied along with the traditional morphological identification to establish a method for zooplankton community survey in the Marine and Coastal National Park areas of Korea. By comparing the results of these two identification methods, the strengths and limitations of metabarcoding were verified with the zooplankton communities appearing in these areas. The sensitive detection capability of metabarcoding enabled the identification of potential bioindicator taxa associated with external factors (e.g., water temperature, salinity, topography, and chlorophyllaconcentration) in these national parks. We propose the use of metabarcoding for efficient surveys of mesozooplankton communities in the Marine and Coastal National Parks to establish monitoring of bioindicator taxa. It is also necessary to continuously search for taxa with high research value in these national parks using metabarcoding. Establishing an ongoing monitoring system that employs this approach can provide an effective tool for managing marine ecosystems in the Marine and Coastal National Parks.",2020,10.3390/d12060233
LI_2019_MET,Metabarcoding reveals a more complex cyanobacterial community than morphological identification,"Li, XiaoChuang; Huo, Shouliang; Zhang, Jingtian; Ma, Chunzi; Xiao, Zhe; Zhang, Hanxiao; Xi, Beidou; Xia, Xinghui",ECOLOGICAL INDICATORS,"Next generation sequencing has become a popular method to identify cyanobacterial diversity in ecosystems. Morphological identification poses challenges in deciphering cyanobacterial diversity because phenotypic variations can be misleading, picocyanobacteria are ignored easily, specialists familiar with classification systems are lacking, and updates of taxonomic treatises are not shared in a timely manner or adopted by researchers engaged in monitoring of phytoplankton. In this study, metabarcoding of 54 samples from 7 freshwater systems yielded saturated cyanobacterial sequences, and the compositions of the resulting communities were compared with a dataset generated by morphological identification. A total of 69 cyanobacterial operational taxonomic units (OTUs) were finally codetermined through the ribosomal database project (RDP) via the Silva database and blast analysis using a database maintained by the National Center for Biotechnology Information (NCBI). Blast resolved more OTUs, with 1 and 27 OTUs identified at the species level and 35 and 9 OTUs identified at the genus levels through Silva and NCBI, respectively. Only 13 OTUs were matched at genus levels by these two methods. The accuracy of blast was further verified through molecular phylogeny. Blast results were compared with morphological identification at the genus level. Each method identified 26 genera, and 12 genera were shared by both methods. Half of the genera only identified by metabarcoding have been described recently, and data on morphologically diagnostic characters were not available. Some genera shared morphological similarities, which led them to be misidentified. Ten of the 12 genera found by both methods yielded less than 2 morphological mismatches. These genera produced a higher proportion of occurrences in metabarcoding, which was indicative of higher sensitivity to cyanobacteria. A larger number of species were found in metabarcoding (8-38 OTUs) than in morphological surveys (1-16 morphospecies), nevertheless, the results were positively correlated (R-2 = 0.56, p < 0.001). Metabarcoding yielded data that produced a clearer separation of cyanobacterial communities from different systems and seasons as seen in non-metric multidimensional scaling (nMDS) and canonical analysis of principal coordinates (CAP) ordinations. In conclusion, metabarcoding could provide a more accurate picture of cyanobacterial communities.",2019,10.1016/j.ecolind.2019.105653
HIRAI_2017_CRY,"Cryptic Zooplankton Diversity Revealed by a Metagenetic Approach to Monitoring Metazoan Communities in the Coastal Waters of the Okhotsk Sea, Northeastern Hokkaido","Hirai, Junya; Katakura, Seiji; Kasai, Hiromi; Nagai, Satoshi",FRONTIERS IN MARINE SCIENCE,"Monitoring zooplankton communities is important to understand dynamics in marine ecosystems. However, it is difficult to identify cryptic species and immature stages of zooplankton using morphological classification, which is time-consuming and requires high skill levels. Here, we conducted a metagenetic analysis of the 18S region in 101 zooplankton samples collected weekly throughout 2014 and 2015 at the Okhotsk Tower in Mombetsu, Hokkaido, Japan, and compared the results of this analysis with those provided by morphological analysis. The metagenetic analysis detected 561 molecular taxonomic units (MOTUs), whereas the morphological analysis detected 201 taxonomic groups. Zooplankton communities were dominated by copepods throughout the sampling period; however, non-copepod taxa, which comprised high proportions of both MOTUs (mean 51.1%) and sequence reads (mean 19.1%), were also important. Cryptic diversity detected by the metagenetic analysis was primarily driven by Copepoda and by the larvae of benthic taxa such as Bivalvia, Gastropoda, and Polychaeta. Community structure and diversity varied between periods of warm and cold water, indicating strong correlations with water temperature and thus seasonality. Furthermore, metagenetic analysis revealed detailed seasonal changes in dominant taxa, including larval stages of metazoans with high taxonomic resolutions; these included commercially important organisms such as Japanese scallops. The metagenetic analysis revealed that changes in both water mass and bentho-pelagic interactions sustain ecosystems rich in zooplankton diversity in this area. Metagenetic analysis provides novel insight into zooplankton diversity, and generates massive sequence data that may be used in future research; thus, it is considered an effective tool for monitoring zooplankton communities.",2017,10.3389/fmars.2017.00379
SNYDER_2020_INC,Increasing confidence for discerning species and population compositions from metabarcoding assays of environmental samples: case studies of fishes in the Laurentian Great Lakes and Wabash River,"Snyder, Matthew R.; Stepien, Carol A.",METABARCODING AND METAGENOMICS,NA,2020,10.3897/mbmg.4.53455
BAILET_2019_MOL,Molecular versus morphological data for benthic diatoms biomonitoring in Northern Europe freshwater and consequences for ecological status,"Bailet, Bonnie; Bouchez, Agnes; Franc, Alain; Frigerio, Jean-Marc; Keck, François; Karjalainen, Satu-Maaria; Rimet, Frederic; Schneider, Susanne; Kahlert, Maria",METABARCODING AND METAGENOMICS,NA,2019,10.3897/mbmg.3.34002
BYLEMANS_2018_MON,Monitoring riverine fish communities through eDNA metabarcoding: determining optimal sampling strategies along an altitudinal and biodiversity gradient,"Bylemans, Jonas; Gleeson, Dianne M.; Lintermans, Mark; Hardy, Christopher M.; Beitzel, Matthew; Gilligan, Dean M.; Furlan, Elise M.",METABARCODING AND METAGENOMICS,NA,2018,10.3897/mbmg.2.30457
DEINER_2018_OPT,"Optimising the detection of marine taxonomic richness using environmental DNA metabarcoding: the effects of filter material, pore size and extraction method","Deiner, Kristy; Lopez, Jacqueline; Bourne, Steve; Holman, Luke; Seymour, Mathew; Grey, Erin K.; Lacoursière, Anaïs; Li, Yiyuan; Renshaw, Mark A.; Pfrender, Michael E.; Rius, Marc; Bernatchez, Louis; Lodge, David M.",METABARCODING AND METAGENOMICS,NA,2018,10.3897/mbmg.2.28963
THEISSINGER_2018_USI,Using DNA metabarcoding for assessing chironomid diversity and community change in mosquito controlled temporary wetlands,"Theissinger, Kathrin; Kästel, Anna; Elbrecht, Vasco; Makkonen, Jenny; Michiels, Susanne; Schmidt, Susanne; Allgeier, Stefanie; Leese, Florian; Brühl, Carsten",METABARCODING AND METAGENOMICS,NA,2018,10.3897/mbmg.2.21060
AFZALI_2021_COM,"Comparing environmental metabarcoding and trawling survey of demersal fish communities in the Gulf of St. Lawrence, Canada","Afzali, Seyedeh Fatemeh; Bourdages, Hugo; Laporte, Martin; Mérot, Claire; Normandeau, Eric; Audet, Céline; Bernatchez, Louis",ENVIRONMENTAL DNA,"Biodiversity assessment is an important part of conservation management that ideally can be accomplished with noninvasive methods without influencing the structure and functioning of ecosystems. Environmental DNA (eDNA) metabarcoding has provided a promising tool to enable fast and comprehensive monitoring of entire ecosystems, but widespread adoption of this technique requires performance evaluations that compare it with conventional surveys. We compared eDNA metabarcoding and trawling data to evaluate their efficiency to characterize demersal fish communities in the Estuary and Gulf of Saint-Lawrence, Canada. Seawater and bottom trawling samples were collected in parallel at 84 stations. For a subset of 30 of these stations, water was also collected at three different depths (15, 50, and 250 m) across the water column. An eDNA metabarcoding assay based on the 12S mitochondrial gene using the MiFish-U primers was applied to detect fish eDNA. We detected a total of 88 fish species with both methods combined, with 72 species being detected by eDNA, 64 species detected by trawl, and 47 species (53%) overlapped between both methods. eDNA was more efficient for quantifying species richness, mainly because it detected species known to be less vulnerable to trawling gear. Our results indicated that the relative abundance estimated by eDNA and trawl is significantly correlated for species detected by both methods, while the relationship was also influenced by environmental variables (temperature, depth, salinity, and oxygen). Integrating eDNA metabarcoding to bottom trawling surveys could provide additional information on vertical fish distribution in the water column. Environmental DNA metabarcoding thus appears to be a reliable and complementary approach to trawling surveys for documenting fish biodiversity, including for obtaining relative quantitative estimates in the marine environment.",2021,10.1002/edn3.111
